state,district,station,category
tamil nadu,pudukottai,karambakudi,safe
tamil nadu,pudukottai,virachilai,safe
tamil nadu,pudukottai,poovathakudi,safe
tamil nadu,pudukottai,alangudi,safe
tamil nadu,pudukottai,kunnandarkoil,safe
tamil nadu,pudukottai,sengeerai,safe
tamil nadu,pudukottai,neerpalani,safe
tamil nadu,pudukottai,killukkottai,safe
tamil nadu,pudukottai,malaiyur,safe
tamil nadu,pudukottai,pudunagar,safe
tamil nadu,pudukottai,mathoor,safe
tamil nadu,pudukottai,keeranur,safe
tamil nadu,pudukottai,pudukkottai,safe
tamil nadu,pudukottai,illuppur,safe
tamil nadu,pudukottai,kallakkottai,safe
tamil nadu,pudukottai,kudumiyanmalai,safe
tamil nadu,pudukottai,sithanavasal,safe
tamil nadu,pudukottai,kottaipattinam,saline
tamil nadu,pudukottai,perumaruthur,saline
tamil nadu,pudukottai,sinkavanam,saline
tamil nadu,pudukottai,ponnamaravathy,semi-critical
tamil nadu,pudukottai,arasamalai,semi-critical
tamil nadu,pudukottai,viralimalai,semi-critical
tamil nadu,pudukottai,arasarkulam,semi-critical
tamil nadu,pudukottai,varappur,semi-critical
tamil nadu,pudukottai,karaiyur,semi-critical
tamil nadu,pudukottai,narthamalai,semi-critical
tamil nadu,pudukottai,veerapatty,semi-critical
tamil nadu,pudukottai,vennavalkudi,semi-critical
tamil nadu,pudukottai,kottur,semi-critical
tamil nadu,ramanathapuram,sholandhur,safe
tamil nadu,ramanathapuram,aanandhur,safe
tamil nadu,ramanathapuram,r.s.mangalam,safe
tamil nadu,ramanathapuram,thiruvadani,safe
tamil nadu,ramanathapuram,pullur,safe
tamil nadu,ramanathapuram,mudukulathur north,safe
tamil nadu,ramanathapuram,melakodumalur,safe
tamil nadu,ramanathapuram,devipattinam,safe
tamil nadu,ramanathapuram,kakkur,safe
tamil nadu,ramanathapuram,nainarkoil,safe
tamil nadu,ramanathapuram,theriruveli,safe
tamil nadu,ramanathapuram,kiliyur,safe
tamil nadu,ramanathapuram,aappanur,safe
tamil nadu,ramanathapuram,manjur,safe
tamil nadu,ramanathapuram,kamuthi east,safe
tamil nadu,ramanathapuram,parthipanoor,safe
tamil nadu,ramanathapuram,t.u.mangai,safe
tamil nadu,ramanathapuram,bogalur,safe
tamil nadu,ramanathapuram,paramakudi,safe
tamil nadu,ramanathapuram,keelathuval,safe
tamil nadu,ramanathapuram,perunaazhi,safe
tamil nadu,ramanathapuram,ramanathapuram,safe
tamil nadu,ramanathapuram,abiramam,safe
tamil nadu,ramanathapuram,kamuthi west,safe
tamil nadu,ramanathapuram,keelakkarai,safe
tamil nadu,ramanathapuram,kovilankulam,safe
tamil nadu,ramanathapuram,rameswaram,safe
tamil nadu,ramanathapuram,mandapam,safe
tamil nadu,ramanathapuram,perunkulam,safe
tamil nadu,ramanathapuram,kadaladi,saline
tamil nadu,ramanathapuram,mangalakudi,saline
tamil nadu,ramanathapuram,melachelvanur,saline
tamil nadu,ramanathapuram,mudukulathur south,saline
tamil nadu,ramanathapuram,s.tharaikudi,saline
tamil nadu,ramanathapuram,sayalkudi,saline
tamil nadu,ramanathapuram,sikkal,saline
tamil nadu,ramanathapuram,thirupullani,saline
tamil nadu,ramanathapuram,thondi,saline
tamil nadu,salem,kadayampatti,over-exploited
tamil nadu,salem,mettur,over-exploited
tamil nadu,salem,semmandappatti,over-exploited
tamil nadu,salem,poolampatti,over-exploited
tamil nadu,salem,karupur,over-exploited
tamil nadu,salem,tharamangalam,over-exploited
tamil nadu,salem,alagapuram,over-exploited
tamil nadu,salem,palamalai,over-exploited
tamil nadu,salem,belur,over-exploited
tamil nadu,salem,karippatti,over-exploited
tamil nadu,salem,pottaneri,over-exploited
tamil nadu,salem,yethapur,over-exploited
tamil nadu,salem,thirumalaigiri,over-exploited
tamil nadu,salem,salem town,over-exploited
tamil nadu,salem,konganapuram,over-exploited
tamil nadu,salem,suramangalam,over-exploited
tamil nadu,salem,valasaiyur,over-exploited
tamil nadu,salem,ernapuram,over-exploited
tamil nadu,salem,mecheri,over-exploited
tamil nadu,salem,veeraganoor,over-exploited
tamil nadu,salem,kattukkottai,over-exploited
tamil nadu,salem,veerapandi,over-exploited
tamil nadu,salem,vembadithalam,over-exploited
tamil nadu,salem,sankari west,over-exploited
tamil nadu,salem,pethanaickanpalayam,over-exploited
tamil nadu,salem,edappadi,over-exploited
tamil nadu,salem,gangavalli,over-exploited
tamil nadu,salem,nangavalli,over-exploited
tamil nadu,salem,sankari east,over-exploited
tamil nadu,salem,attur,over-exploited
tamil nadu,salem,vazhappadi,over-exploited
tamil nadu,salem,thalaivasal,over-exploited
tamil nadu,salem,kondalampatti,over-exploited
tamil nadu,salem,malliyakarai,over-exploited
tamil nadu,salem,yercaud,safe
tamil nadu,salem,vellakkadai,safe
tamil nadu,salem,puthur,safe
tamil nadu,salem,kalrayanmalai,safe
tamil nadu,salem,panamarathuppatti,safe
tamil nadu,salem,arunoothumalai,safe
tamil nadu,salem,thevur,safe
tamil nadu,salem,patchamalai,semi-critical
tamil nadu,salem,kolathur,semi-critical
tamil nadu,sivagangai,kannangudi,safe
tamil nadu,sivagangai,mithravayal,safe
tamil nadu,sivagangai,natchiyapuram,safe
tamil nadu,sivagangai,thayamangalam,safe
tamil nadu,sivagangai,sarugani,safe
tamil nadu,sivagangai,kallal,safe
tamil nadu,sivagangai,puzhiyal,safe
tamil nadu,sivagangai,karaikudi,safe
tamil nadu,sivagangai,salaigramam,safe
tamil nadu,sivagangai,kandadevi,safe
tamil nadu,sivagangai,pallathur,safe
tamil nadu,sivagangai,maravamangalam,safe
tamil nadu,sivagangai,silukkapatti,safe
tamil nadu,sivagangai,manamadurai,safe
tamil nadu,sivagangai,nerkuppai,safe
tamil nadu,sivagangai,seikalathur,safe
tamil nadu,sivagangai,ilayathakudi,safe
tamil nadu,sivagangai,devakottai,safe
tamil nadu,sivagangai,mallal,safe
tamil nadu,sivagangai,a.thiruvuduir puram,safe
tamil nadu,sivagangai,sooranam,safe
tamil nadu,sivagangai,muthanenthal,safe
tamil nadu,sivagangai,sakkottai,safe
tamil nadu,sivagangai,periakottai,safe
tamil nadu,sivagangai,nattarasankottai,safe
tamil nadu,sivagangai,sivagangai,safe
tamil nadu,sivagangai,thiruppathur,safe
tamil nadu,sivagangai,thirukostiyur,safe
tamil nadu,sivagangai,konthagai,safe
tamil nadu,sivagangai,thiruppuvanam,safe
tamil nadu,sivagangai,thamarakki,safe
tamil nadu,sivagangai,singampunari,safe
tamil nadu,sivagangai,okkur,safe
tamil nadu,sivagangai,kalayarkovil,safe
tamil nadu,sivagangai,mathagupatti,safe
tamil nadu,sivagangai,thiruppachethy,safe
tamil nadu,sivagangai,s.s.kottai,safe
tamil nadu,sivagangai,varappur,semi-critical
tamil nadu,thanjavur,nambivayal,critical
tamil nadu,thanjavur,ulur,critical
tamil nadu,thanjavur,thambikkottai,critical
tamil nadu,thanjavur,periyakottai,critical
tamil nadu,thanjavur,agarapettai,critical
tamil nadu,thanjavur,pattukkottai,critical
tamil nadu,thanjavur,adirampattinam,critical
tamil nadu,thanjavur,sillathur,critical
tamil nadu,thanjavur,thirukkattupalli,over-exploited
tamil nadu,thanjavur,kandiyur,over-exploited
tamil nadu,thanjavur,melattur,over-exploited
tamil nadu,thanjavur,kavalipatti,over-exploited
tamil nadu,thanjavur,kabisthalam,over-exploited
tamil nadu,thanjavur,andikkadu,over-exploited
tamil nadu,thanjavur,nachiyarkoil,over-exploited
tamil nadu,thanjavur,thirumangalakottai,over-exploited
tamil nadu,thanjavur,murukkangudi,over-exploited
tamil nadu,thanjavur,tiruchitrambalam,over-exploited
tamil nadu,thanjavur,thiruvaiyaru,over-exploited
tamil nadu,thanjavur,vallam,over-exploited
tamil nadu,thanjavur,ammapet,over-exploited
tamil nadu,thanjavur,nadukaveri,over-exploited
tamil nadu,thanjavur,aduthurai,over-exploited
tamil nadu,thanjavur,tiruppanandal,over-exploited
tamil nadu,thanjavur,ayyampettai,over-exploited
tamil nadu,thanjavur,nanjikottai,over-exploited
tamil nadu,thanjavur,pandanallur,over-exploited
tamil nadu,thanjavur,devanancheri,over-exploited
tamil nadu,thanjavur,kathiramangalam,over-exploited
tamil nadu,thanjavur,madukkur,over-exploited
tamil nadu,thanjavur,avanam,over-exploited
tamil nadu,thanjavur,kuruvikarambai,over-exploited
tamil nadu,thanjavur,papanasam,over-exploited
tamil nadu,thanjavur,thiruvidamarudur,over-exploited
tamil nadu,thanjavur,thondarampattu,over-exploited
tamil nadu,thanjavur,ramapuram,over-exploited
tamil nadu,thanjavur,kumbakonam,over-exploited
tamil nadu,thanjavur,sengipatti,safe
tamil nadu,thanjavur,perumagalur,safe
tamil nadu,thanjavur,eachankottai,safe
tamil nadu,thanjavur,cholanmaligai,safe
tamil nadu,thanjavur,thekkur,safe
tamil nadu,thanjavur,perambur,semi-critical
tamil nadu,thanjavur,thanjavur,semi-critical
tamil nadu,thanjavur,saliyamangalam,semi-critical
tamil nadu,thanjavur,kurichi,semi-critical
tamil nadu,thanjavur,peravurani,semi-critical
tamil nadu,thanjavur,budalur,semi-critical
tamil nadu,thanjavur,orathanad,semi-critical
tamil nadu,theni,kandamanur,critical
tamil nadu,theni,rajathani,critical
tamil nadu,theni,thevaram,over-exploited
tamil nadu,theni,erasakkanaickanur,over-exploited
tamil nadu,theni,chinnamanur,safe
tamil nadu,theni,bodinayakanur,safe
tamil nadu,theni,cumbam,safe
tamil nadu,theni,markayankottai,safe
tamil nadu,theni,mayladumparai,safe
tamil nadu,theni,rasingapuram,safe
tamil nadu,theni,thenkarai,semi-critical
tamil nadu,theni,kodangipatti,semi-critical
tamil nadu,theni,devathanapatti,semi-critical
tamil nadu,theni,theni,semi-critical
tamil nadu,theni,andipatti,semi-critical
tamil nadu,theni,kodivilarpatti,semi-critical
tamil nadu,theni,uthamapalayam,semi-critical
tamil nadu,thiruppur,dharapuram,critical
tamil nadu,thiruppur,tiruppur (n),critical
tamil nadu,thiruppur,thungavi,critical
tamil nadu,thiruppur,sankarandampalayam,over-exploited
tamil nadu,thiruppur,alangiyam,over-exploited
tamil nadu,thiruppur,kundadam,over-exploited
tamil nadu,thiruppur,ponnapuram,over-exploited
tamil nadu,thiruppur,avinashi(e),over-exploited
tamil nadu,thiruppur,cheyur,over-exploited
tamil nadu,thiruppur,nathakadaiyur,over-exploited
tamil nadu,thiruppur,vellakoil,over-exploited
tamil nadu,thiruppur,gudimangalam,over-exploited
tamil nadu,thiruppur,karadivavi,over-exploited
tamil nadu,thiruppur,uthukuli,over-exploited
tamil nadu,thiruppur,pethappampatti,over-exploited
tamil nadu,thiruppur,velampalayam,over-exploited
tamil nadu,thiruppur,perumanallur,over-exploited
tamil nadu,thiruppur,pongalur,over-exploited
tamil nadu,thiruppur,kannivadi,over-exploited
tamil nadu,thiruppur,periavalavadi,over-exploited
tamil nadu,thiruppur,avinashipalayam(s),over-exploited
tamil nadu,thiruppur,avinashi(w),over-exploited
tamil nadu,thiruppur,uthiyur,over-exploited
tamil nadu,thiruppur,samalapuram,over-exploited
tamil nadu,thiruppur,kangeyam,over-exploited
tamil nadu,thiruppur,kunnathur,over-exploited
tamil nadu,thiruppur,palladam,over-exploited
tamil nadu,thiruppur,tiruppur (s),over-exploited
tamil nadu,thiruppur,madathukulam,safe
tamil nadu,thiruppur,nallur,semi-critical
tamil nadu,thiruppur,udumalpet,semi-critical
tamil nadu,thiruppur,kurichikottai,semi-critical
tamil nadu,thiruvallur,cherukkanoor,critical
tamil nadu,thiruvallur,kanagammachattram,critical
tamil nadu,thiruvallur,tiruttani,critical
tamil nadu,thiruvallur,kannigaipair,critical
tamil nadu,thiruvallur,thirumazhisai,critical
tamil nadu,thiruvallur,nemam,over-exploited
tamil nadu,thiruvallur,vengathur,over-exploited
tamil nadu,thiruvallur,r.k.pet,over-exploited
tamil nadu,thiruvallur,morai,over-exploited
tamil nadu,thiruvallur,porur,over-exploited
tamil nadu,thiruvallur,voyalanallur,over-exploited
tamil nadu,thiruvallur,avadi,over-exploited
tamil nadu,thiruvallur,maduravoil,over-exploited
tamil nadu,thiruvallur,vellanur,over-exploited
tamil nadu,thiruvallur,manali,over-exploited
tamil nadu,thiruvallur,thiruninravur,over-exploited
tamil nadu,thiruvallur,thirumullaivoyil,over-exploited
tamil nadu,thiruvallur,thiruvotriyur,over-exploited
tamil nadu,thiruvallur,poonamallee,over-exploited
tamil nadu,thiruvallur,ambattur,over-exploited
tamil nadu,thiruvallur,korattur,over-exploited
tamil nadu,thiruvallur,pandur,safe
tamil nadu,thiruvallur,elavur,safe
tamil nadu,thiruvallur,gnayiru,safe
tamil nadu,thiruvallur,thirupalaivanam,safe
tamil nadu,thiruvallur,manavor,safe
tamil nadu,thiruvallur,sholavaram,safe
tamil nadu,thiruvallur,poovalambedu,safe
tamil nadu,thiruvallur,madharpakkam,safe
tamil nadu,thiruvallur,tirur,safe
tamil nadu,thiruvallur,arani,safe
tamil nadu,thiruvallur,thiruvallur,safe
tamil nadu,thiruvallur,ponneri,safe
tamil nadu,thiruvallur,pennalurpett,safe
tamil nadu,thiruvallur,balapuram,safe
tamil nadu,thiruvallur,poondi,safe
tamil nadu,thiruvallur,velakapuram,safe
tamil nadu,thiruvallur,periyapalayam,safe
tamil nadu,thiruvallur,pothattur pettai,safe
tamil nadu,thiruvallur,gummidipoondi,safe
tamil nadu,thiruvallur,puzhal,safe
tamil nadu,thiruvallur,minjur,saline
tamil nadu,thiruvallur,velliyur,semi-critical
tamil nadu,thiruvallur,kolur,semi-critical
tamil nadu,thiruvallur,thiruvalangadu,semi-critical
tamil nadu,thiruvallur,ammanambakkam,semi-critical
tamil nadu,thiruvallur,madhavaram,semi-critical
tamil nadu,thiruvallur,pallipattu,semi-critical
tamil nadu,thiruvallur,uthukkottai,semi-critical
tamil nadu,thiruvallur,erumbi,semi-critical
tamil nadu,thiruvallur,kattur,semi-critical
tamil nadu,thiruvallur,mappedu,semi-critical
tamil nadu,thiruvallur,kadambathur,semi-critical
tamil nadu,thoothukudi,parivallikottai,critical
tamil nadu,thoothukudi,udangudi,over-exploited
tamil nadu,thoothukudi,ilayarasanendal,over-exploited
tamil nadu,thoothukudi,pallakurichi,over-exploited
tamil nadu,thoothukudi,kadalkudi,safe
tamil nadu,thoothukudi,perungulam,safe
tamil nadu,thoothukudi,sivagnanapuram,safe
tamil nadu,thoothukudi,vedanatham,safe
tamil nadu,thoothukudi,arumugamangalam,safe
tamil nadu,thoothukudi,padarnthapuli,safe
tamil nadu,thoothukudi,pudukottai,safe
tamil nadu,thoothukudi,eppodumvendran,safe
tamil nadu,thoothukudi,deivaseyalpuram,safe
tamil nadu,thoothukudi,keelathattaparai,safe
tamil nadu,thoothukudi,authoor,safe
tamil nadu,thoothukudi,vembar,safe
tamil nadu,thoothukudi,maniyachi,safe
tamil nadu,thoothukudi,alwarthirunagari,safe
tamil nadu,thoothukudi,vilathikulam,safe
tamil nadu,thoothukudi,seidunganallur,safe
tamil nadu,thoothukudi,srivaikundam,safe
tamil nadu,thoothukudi,cholapuram,safe
tamil nadu,thoothukudi,mudivaithanendal,safe
tamil nadu,thoothukudi,kalugumalai,safe
tamil nadu,thoothukudi,thoothukudi,safe
tamil nadu,thoothukudi,kulathur,safe
tamil nadu,thoothukudi,vallanad,safe
tamil nadu,thoothukudi,pudur,safe
tamil nadu,thoothukudi,muthulapuram,safe
tamil nadu,thoothukudi,ettayapuram,safe
tamil nadu,thoothukudi,kovilpatti,safe
tamil nadu,thoothukudi,nallatinputhur,safe
tamil nadu,thoothukudi,tiruchendur,safe
tamil nadu,thoothukudi,kadaliyur,safe
tamil nadu,thoothukudi,kamanaickenpatti,safe
tamil nadu,thoothukudi,pasuvanthanai,safe
tamil nadu,thoothukudi,ottapidaram,safe
tamil nadu,thoothukudi,kadambur,safe
tamil nadu,thoothukudi,srivenkateswarapuram,safe
tamil nadu,thoothukudi,kayathar,safe
tamil nadu,thoothukudi,sattankulam,semi-critical
tamil nadu,tirunelveli,radhapuram,critical
tamil nadu,tirunelveli,veerakeralampudur,critical
tamil nadu,tirunelveli,kadayanallur,critical
tamil nadu,tirunelveli,venkadampatti,over-exploited
tamil nadu,tirunelveli,puliyankudi,over-exploited
tamil nadu,tirunelveli,sankarankoil,over-exploited
tamil nadu,tirunelveli,gudalur,over-exploited
tamil nadu,tirunelveli,vannikonenthal,over-exploited
tamil nadu,tirunelveli,pazhavoor,over-exploited
tamil nadu,tirunelveli,keezhapavoor,over-exploited
tamil nadu,tirunelveli,nettur,over-exploited
tamil nadu,tirunelveli,kallurani,over-exploited
tamil nadu,tirunelveli,uthumalai,over-exploited
tamil nadu,tirunelveli,sernthamangalam,over-exploited
tamil nadu,tirunelveli,ayikudi,over-exploited
tamil nadu,tirunelveli,surandai,over-exploited
tamil nadu,tirunelveli,karivaklamvandanallu,over-exploited
tamil nadu,tirunelveli,karuvantha,over-exploited
tamil nadu,tirunelveli,karisal kulam,over-exploited
tamil nadu,tirunelveli,veerasigamani,over-exploited
tamil nadu,tirunelveli,pazhankottai,over-exploited
tamil nadu,tirunelveli,ambasamudram,safe
tamil nadu,tirunelveli,alwarkurichi,safe
tamil nadu,tirunelveli,singampatti,safe
tamil nadu,tirunelveli,schencottai,safe
tamil nadu,tirunelveli,melapattam,safe
tamil nadu,tirunelveli,palayamkottai,safe
tamil nadu,tirunelveli,mukkudal,safe
tamil nadu,tirunelveli,cheranmahadevi,safe
tamil nadu,tirunelveli,pappakudi,safe
tamil nadu,tirunelveli,melaseval,safe
tamil nadu,tirunelveli,elathur,safe
tamil nadu,tirunelveli,tirunelveli,safe
tamil nadu,tirunelveli,naranammalpuram,safe
tamil nadu,tirunelveli,muneer pallam,safe
tamil nadu,tirunelveli,panpoli,safe
tamil nadu,tirunelveli,tenkasi,safe
tamil nadu,tirunelveli,gangaikondan,safe
tamil nadu,tirunelveli,pudupatti,safe
tamil nadu,tirunelveli,kalakadu,safe
tamil nadu,tirunelveli,valliyoor,safe
tamil nadu,tirunelveli,kadayam,safe
tamil nadu,tirunelveli,poolam,safe
tamil nadu,tirunelveli,nanguneri,safe
tamil nadu,tirunelveli,eruvadi,safe
tamil nadu,tirunelveli,madhavakurichi,safe
tamil nadu,tirunelveli,samugarengapuram,safe
tamil nadu,tirunelveli,panagudi,safe
tamil nadu,tirunelveli,tisayanvilai,safe
tamil nadu,tirunelveli,sivakiri,safe
tamil nadu,tirunelveli,thalaiyuthu,semi-critical
tamil nadu,tirunelveli,vasudevanallur,semi-critical
tamil nadu,tirunelveli,manur,semi-critical
tamil nadu,tirunelveli,thiruvengadem,semi-critical
tamil nadu,tirunelveli,levinjipuram,semi-critical
tamil nadu,tirunelveli,sivanthipatti,semi-critical
tamil nadu,tirunelveli,moolakaraipatti,semi-critical
tamil nadu,tirunelveli,alankulam,semi-critical
tamil nadu,tirunelveli,vijayanarayanapuram,semi-critical
tamil nadu,thiruvannamalai,agrapalayam,semi-critical
tamil nadu,tiruvannamalai,t.v.malai (north),critical
tamil nadu,tiruvannamalai,vadathandalam,critical
tamil nadu,tiruvannamalai,kannamangalam,critical
tamil nadu,tiruvannamalai,anakavoor,critical
tamil nadu,tiruvannamalai,thethurai,critical
tamil nadu,tiruvannamalai,thellar,critical
tamil nadu,tiruvannamalai,devikapuram,critical
tamil nadu,tiruvannamalai,thatchampattu,over-exploited
tamil nadu,tiruvannamalai,vanapuram,over-exploited
tamil nadu,tiruvannamalai,veraiyur,over-exploited
tamil nadu,tiruvannamalai,modayur,over-exploited
tamil nadu,tiruvannamalai,thachambadi,over-exploited
tamil nadu,tiruvannamalai,santhavasal,over-exploited
tamil nadu,tiruvannamalai,thandarampat,over-exploited
tamil nadu,tiruvannamalai,kolappalur,over-exploited
tamil nadu,tiruvannamalai,eraiyur,over-exploited
tamil nadu,tiruvannamalai,peranamallur,over-exploited
tamil nadu,tiruvannamalai,dusi,over-exploited
tamil nadu,tiruvannamalai,thanipadi,over-exploited
tamil nadu,tiruvannamalai,nayadumangalam,over-exploited
tamil nadu,tiruvannamalai,cheyyar,over-exploited
tamil nadu,tiruvannamalai,malaiyur,over-exploited
tamil nadu,tiruvannamalai,polur,over-exploited
tamil nadu,tiruvannamalai,kalasapakkam,over-exploited
tamil nadu,tiruvannamalai,arni,over-exploited
tamil nadu,tiruvannamalai,vandavasi,over-exploited
tamil nadu,tiruvannamalai,kilkodungalur,over-exploited
tamil nadu,tiruvannamalai,kadaladi,over-exploited
tamil nadu,tiruvannamalai,chennavaram,over-exploited
tamil nadu,tiruvannamalai,"chengam,jawadhuhills",over-exploited
tamil nadu,tiruvannamalai,somaspadi,over-exploited
tamil nadu,tiruvannamalai,vettavlam,over-exploited
tamil nadu,tiruvannamalai,osur,over-exploited
tamil nadu,tiruvannamalai,thurinjapuram,over-exploited
tamil nadu,tiruvannamalai,desur,over-exploited
tamil nadu,tiruvannamalai,kettavarampalayam,over-exploited
tamil nadu,tiruvannamalai,pachal,over-exploited
tamil nadu,tiruvannamalai,kilpennathur,over-exploited
tamil nadu,tiruvannamalai,kelur,over-exploited
tamil nadu,tiruvannamalai,mullipattu,over-exploited
tamil nadu,tiruvannamalai,pudupalayam,over-exploited
