state,district,station,category
telangana,sangareddy,watpalle,safe
telangana,sangareddy,raikode,safe
telangana,sangareddy,kangti,safe
telangana,sangareddy,manoor,safe
telangana,sangareddy,sangareddy,semi-critical
telangana,sangareddy,kohir,semi-critical
telangana,sangareddy,kandi,semi-critical
telangana,sangareddy,mogdampalle,semi-critical
telangana,sangareddy,kondapur,semi-critical
telangana,sangareddy,gummadidala,semi-critical
telangana,sangareddy,jinnaram,semi-critical
telangana,sangareddy,ramachandrapuram,semi-critical
telangana,sangareddy,hathanoora,semi-critical
telangana,siddipet,koheda,critical
telangana,siddipet,dubbak,critical
telangana,siddipet,siddipet_rural,critical
telangana,siddipet,doultabad,critical
telangana,siddipet,rayapole,critical
telangana,siddipet,bejjanki,critical
telangana,siddipet,jagadevpur,critical
telangana,siddipet,komaravelly,critical
telangana,siddipet,cheriyal,critical
telangana,siddipet,wargal,over-exploited
telangana,siddipet,mirdoddi,over-exploited
telangana,siddipet,nanganur,over-exploited
telangana,siddipet,mulug,over-exploited
telangana,siddipet,markook,over-exploited
telangana,siddipet,kondapak,over-exploited
telangana,siddipet,maddur,over-exploited
telangana,siddipet,husnabad,semi-critical
telangana,siddipet,anthakkapeta,semi-critical
telangana,siddipet,thoguta,semi-critical
telangana,siddipet,gajwel,semi-critical
telangana,siddipet,chinnakodur,semi-critical
telangana,siddipet,siddipet_urban,semi-critical
telangana,suryapet,atmakur_s,critical
telangana,suryapet,mothey,critical
telangana,suryapet,chivvemla,critical
telangana,suryapet,thungathurthi,critical
telangana,suryapet,nagaram,over-exploited
telangana,suryapet,mellachervu,safe
telangana,suryapet,chinthala palem,safe
telangana,suryapet,garidepalle,safe
telangana,suryapet,neredcherla,safe
telangana,suryapet,palakeedu,safe
telangana,suryapet,chilkur,safe
telangana,suryapet,kodad,safe
telangana,suryapet,munagala,safe
telangana,suryapet,suryapet,safe
telangana,suryapet,nadigudem,safe
telangana,suryapet,huzur nagar,safe
telangana,suryapet,penpahad,safe
telangana,suryapet,mattampalle,safe
telangana,suryapet,noothankal,semi-critical
telangana,suryapet,jajireddigudem,semi-critical
telangana,suryapet,thirumalagiri,semi-critical
telangana,suryapet,maddirala,semi-critical
telangana,vikarabad,vikarabad,safe
telangana,vikarabad,dharur,safe
telangana,vikarabad,kodangal,safe
telangana,vikarabad,pudur,safe
telangana,vikarabad,tandur,safe
telangana,vikarabad,kulkacharla,safe
telangana,vikarabad,marpalle,safe
telangana,vikarabad,mominpet,safe
telangana,vikarabad,pargi,safe
telangana,vikarabad,basheerabad,safe
telangana,vikarabad,peddemul,safe
telangana,vikarabad,yelal,safe
telangana,vikarabad,doma,semi-critical
telangana,vikarabad,bantwaram,semi-critical
telangana,vikarabad,nawabpet,semi-critical
telangana,vikarabad,bomraspeta,semi-critical
telangana,vikarabad,kotepally,semi-critical
telangana,vikarabad,doulatabad,semi-critical
telangana,wanaparthy,gopalpeta,critical
telangana,wanaparthy,chinnambavi,safe
telangana,wanaparthy,veepangandla,safe
telangana,wanaparthy,atmakur,safe
telangana,wanaparthy,pebbair,safe
telangana,wanaparthy,srirangapur,safe
telangana,wanaparthy,kothakota,safe
telangana,wanaparthy,madanapur,safe
telangana,wanaparthy,pangal,semi-critical
telangana,wanaparthy,amarchinta,semi-critical
telangana,wanaparthy,wanaparthy,semi-critical
telangana,wanaparthy,peddamandadi,semi-critical
telangana,wanaparthy,ghanpur,semi-critical
telangana,wanaparthy,revelly,semi-critical
telangana,warangal_rural,geesugonda,critical
telangana,warangal_rural,sangem,critical
telangana,warangal_rural,nallabelly,critical
telangana,warangal_rural,wardhannapet,critical
telangana,warangal_rural,duggondi,over-exploited
telangana,warangal_rural,raiparthy,over-exploited
telangana,warangal_rural,khanapur,safe
telangana,warangal_rural,damera,safe
telangana,warangal_rural,atmakur,safe
telangana,warangal_rural,shayampet,safe
telangana,warangal_rural,parkal,safe
telangana,warangal_rural,narsampet,safe
telangana,warangal_rural,nekkonda,semi-critical
telangana,warangal_rural,parvathagiri,semi-critical
telangana,warangal_urban,bheemadevarapalle,critical
telangana,warangal_urban,velair,over-exploited
telangana,warangal_urban,khilla_warangal,over-exploited
telangana,warangal_urban,dharmasagar,over-exploited
telangana,warangal_urban,inole,over-exploited
telangana,warangal_urban,elkathurthi,over-exploited
telangana,warangal_urban,warangal,safe
telangana,warangal_urban,hanamkonda,safe
telangana,warangal_urban,khazipet,safe
telangana,warangal_urban,hasanparthy,safe
telangana,warangal_urban,kamalapur,semi-critical
telangana,yadadri_bhongiri,turkapalle_m,critical
telangana,yadadri_bhongiri,rajapet,critical
telangana,yadadri_bhongiri,bhongiri,critical
telangana,yadadri_bhongiri,addagudur,safe
telangana,yadadri_bhongiri,valigonda,safe
telangana,yadadri_bhongiri,pochampalle,safe
telangana,yadadri_bhongiri,yadagirigutta,safe
telangana,yadadri_bhongiri,bibinagar,safe
telangana,yadadri_bhongiri,mootakondur,semi-critical
telangana,yadadri_bhongiri,choutuppal,semi-critical
telangana,yadadri_bhongiri,atmakur_m,semi-critical
telangana,yadadri_bhongiri,bommalaramaram,semi-critical
telangana,yadadri_bhongiri,alair,semi-critical
telangana,yadadri_bhongiri,mothkur,semi-critical
telangana,yadadri_bhongiri,ramannapeta,semi-critical
telangana,yadadri_bhongiri,narayanapur,semi-critical
tripura,dhalai,chawmanu,safe
tripura,dhalai,dumburnagar,safe
tripura,dhalai,raishyabari,safe
tripura,dhalai,manu,safe
tripura,dhalai,salema,safe
tripura,dhalai,ambasa,safe
tripura,dhalai,durgachowmuhani,safe
tripura,dhalai,ganganagar,safe
tripura,gomati,karbuk,safe
tripura,gomati,amarpur,safe
tripura,gomati,ompi,safe
tripura,gomati,silachari,safe
tripura,gomati,killa,safe
tripura,gomati,matabari,safe
tripura,gomati,tepania,safe
tripura,gomati,kakraban,safe
tripura,khowai,mungiakami,safe
tripura,khowai,padmabil,safe
tripura,khowai,tulashikar,safe
tripura,khowai,khowai,safe
tripura,khowai,kalyanpur,safe
tripura,khowai,teliamura,safe
tripura,north tripura,jampui hill,safe
tripura,north tripura,panisagar,safe
tripura,north tripura,jubarajnagar,safe
tripura,north tripura,laljuri,safe
tripura,north tripura,dasda,safe
tripura,north tripura,kadamtala,safe
tripura,north tripura,kalacherra,safe
tripura,sepahijala,jampaijala,safe
tripura,sepahijala,mohanbhog,safe
tripura,sepahijala,nalchar,safe
tripura,sepahijala,boxanagar,safe
tripura,sepahijala,bishalgarh,safe
tripura,sepahijala,charilam,safe
tripura,sepahijala,kathalia,safe
tripura,south tripura,satchand,safe
tripura,south tripura,hrishyamukh,safe
tripura,south tripura,bagafa,safe
tripura,south tripura,rupaichari,safe
tripura,south tripura,jolaibari,safe
tripura,south tripura,rajnagar,safe
tripura,south tripura,poangbari,safe
tripura,south tripura,bharat chandra nagar,safe
tripura,unakoti,pecharthal,safe
tripura,unakoti,kumarghat,safe
tripura,unakoti,gournagar,safe
tripura,unakoti,chandipur,safe
tripura,west tripura,hezamara,safe
tripura,west tripura,mandai,safe
tripura,west tripura,jirania,safe
tripura,west tripura,bamutia,safe
tripura,west tripura,mohanpur,safe
tripura,west tripura,lefunga,safe
tripura,west tripura,belbari,safe
tripura,west tripura,dukli,safe
tripura,west tripura,old agartala,safe
tripura,west tripura,agartala mc,safe
uttar pradesh,agra,agra-city,critical
uttar pradesh,agra,akola,critical
uttar pradesh,agra,achhnera,critical
uttar pradesh,agra,saiya,over-exploited
uttar pradesh,agra,fatehabad,over-exploited
uttar pradesh,agra,etmadpur,over-exploited
uttar pradesh,agra,khandauli,over-exploited
uttar pradesh,agra,shamsabad,over-exploited
uttar pradesh,agra,barauli ahir,over-exploited
uttar pradesh,agra,bichpuri,over-exploited
uttar pradesh,agra,fatehpur sikri,over-exploited
uttar pradesh,agra,pinahat,safe
uttar pradesh,agra,jaitpur kalan,safe
uttar pradesh,agra,kheragarh,semi-critical
uttar pradesh,agra,jagner,semi-critical
uttar pradesh,agra,bah,semi-critical
uttar pradesh,aligarh,iglas,critical
uttar pradesh,aligarh,aligarh-city,over-exploited
uttar pradesh,aligarh,akarabad,safe
uttar pradesh,aligarh,gonda,safe
uttar pradesh,aligarh,tappal,safe
uttar pradesh,aligarh,dhanpur,safe
uttar pradesh,aligarh,atrauli,safe
uttar pradesh,aligarh,bijauli,safe
uttar pradesh,aligarh,lodha,semi-critical
uttar pradesh,aligarh,gangiri,semi-critical
uttar pradesh,aligarh,khair,semi-critical
uttar pradesh,aligarh,chandaus,semi-critical
uttar pradesh,ambedkar nagar,akbarpur,safe
uttar pradesh,ambedkar nagar,tanda,safe
uttar pradesh,ambedkar nagar,bhiyaon,safe
uttar pradesh,ambedkar nagar,ram nagar,safe
uttar pradesh,ambedkar nagar,baskhari,semi-critical
uttar pradesh,ambedkar nagar,katehari,semi-critical
uttar pradesh,ambedkar nagar,jalalpur,semi-critical
uttar pradesh,ambedkar nagar,bhiti,semi-critical
uttar pradesh,ambedkar nagar,jahangirganj,semi-critical
uttar pradesh,amethi,sukul bazar,safe
uttar pradesh,amethi,singhpur,safe
uttar pradesh,amethi,bhetua,safe
uttar pradesh,amethi,tiloee,safe
uttar pradesh,amethi,jamo,safe
uttar pradesh,amethi,amethi,safe
uttar pradesh,amethi,bahadurpur,safe
uttar pradesh,amethi,gauriganj,safe
uttar pradesh,amethi,bhadar,safe
uttar pradesh,amethi,musafirkhana,safe
uttar pradesh,amethi,jagdishpur,safe
uttar pradesh,amethi,shahgarh,safe
uttar pradesh,amethi,sangrampur,semi-critical
uttar pradesh,amroha,dhanora,over-exploited
uttar pradesh,amroha,gajraula,over-exploited
uttar pradesh,amroha,hasanpur,over-exploited
uttar pradesh,amroha,joya,over-exploited
uttar pradesh,amroha,amroha,semi-critical
uttar pradesh,amroha,gangeshwari,semi-critical
uttar pradesh,auraiya,achhalda,safe
uttar pradesh,auraiya,sahar,safe
uttar pradesh,auraiya,ajitmal,safe
uttar pradesh,auraiya,bidhuna,safe
uttar pradesh,auraiya,airwa katra,safe
uttar pradesh,auraiya,auraiya,safe
uttar pradesh,auraiya,bhagyanagar,safe
uttar pradesh,ayodhya,amaniganj,safe
uttar pradesh,ayodhya,pura bazar,safe
uttar pradesh,ayodhya,sohawal,safe
uttar pradesh,ayodhya,tarun,safe
uttar pradesh,ayodhya,maya bazar,safe
uttar pradesh,ayodhya,rudauli,safe
uttar pradesh,ayodhya,mawai,safe
uttar pradesh,ayodhya,masodha,safe
uttar pradesh,ayodhya,harigtanganj,safe
uttar pradesh,ayodhya,bikapur,semi-critical
uttar pradesh,ayodhya,milkipur,semi-critical
uttar pradesh,azamgarh,thekma,safe
uttar pradesh,azamgarh,pawai,safe
uttar pradesh,azamgarh,tahbarpur,safe
uttar pradesh,azamgarh,lalganj,safe
uttar pradesh,azamgarh,phoolpur,safe
uttar pradesh,azamgarh,jahanaganj,safe
uttar pradesh,azamgarh,mohammadpur,safe
uttar pradesh,azamgarh,mehnagar,safe
uttar pradesh,azamgarh,mirzapur,safe
uttar pradesh,azamgarh,marteenganj,safe
uttar pradesh,azamgarh,bilariyaganj,safe
uttar pradesh,azamgarh,atraulia,safe
uttar pradesh,azamgarh,rani ki sarai,safe
uttar pradesh,azamgarh,azmatgarh,safe
uttar pradesh,azamgarh,palhani,safe
uttar pradesh,azamgarh,harriya,safe
uttar pradesh,azamgarh,koyalsa,safe
uttar pradesh,azamgarh,palhana,safe
uttar pradesh,azamgarh,ahiraula,safe
uttar pradesh,azamgarh,maharajganj,safe
uttar pradesh,azamgarh,sathiaon,semi-critical
uttar pradesh,bagpat,baghpat,critical
uttar pradesh,bagpat,khekra,over-exploited
uttar pradesh,bagpat,pilana,over-exploited
uttar pradesh,bagpat,binauli,over-exploited
uttar pradesh,bagpat,chaprauli,semi-critical
uttar pradesh,bagpat,baraut,semi-critical
uttar pradesh,bahraich,kaisarganj,safe
uttar pradesh,bahraich,mahasi,safe
uttar pradesh,bahraich,nawabganj,safe
uttar pradesh,bahraich,huzurpur,safe
uttar pradesh,bahraich,jarwal,safe
uttar pradesh,bahraich,payagpur,safe
uttar pradesh,bahraich,shivpur,safe
uttar pradesh,bahraich,fakharpur,safe
uttar pradesh,bahraich,tejwapur,safe
uttar pradesh,bahraich,chittaura,safe
uttar pradesh,bahraich,balha,safe
uttar pradesh,bahraich,mihipurwa,safe
uttar pradesh,bahraich,risiya,safe
uttar pradesh,bahraich,bisheshwarganj,safe
uttar pradesh,ballia,beruarbari,safe
uttar pradesh,ballia,nagara,safe
uttar pradesh,ballia,hanumanganj,safe
uttar pradesh,ballia,belhari,safe
uttar pradesh,ballia,nawanagar,safe
uttar pradesh,ballia,bansdih,safe
uttar pradesh,ballia,sohaon,safe
uttar pradesh,ballia,siyar,safe
uttar pradesh,ballia,murli chhapra,safe
uttar pradesh,ballia,pandah,safe
uttar pradesh,ballia,rasara,safe
uttar pradesh,ballia,reoti,safe
uttar pradesh,ballia,chilkahar,safe
uttar pradesh,ballia,bairiya,safe
uttar pradesh,ballia,maniyar,safe
uttar pradesh,ballia,dubhar,safe
uttar pradesh,ballia,garwar,safe
uttar pradesh,balrampur,gaisadi,safe
uttar pradesh,balrampur,pachperva,safe
uttar pradesh,balrampur,tulsipur,safe
uttar pradesh,balrampur,harraiya satgharwa,safe
uttar pradesh,balrampur,sriduttganj,safe
uttar pradesh,balrampur,gaidas buzurg,safe
uttar pradesh,balrampur,rehra bazar,safe
uttar pradesh,balrampur,utraula,safe
uttar pradesh,balrampur,balrampur,safe
uttar pradesh,banda,mahuva,safe
uttar pradesh,banda,kamisin,safe
uttar pradesh,banda,badokhar khurd,safe
uttar pradesh,banda,baberu,semi-critical
uttar pradesh,banda,naraini,semi-critical
uttar pradesh,banda,tindwari,semi-critical
uttar pradesh,banda,jaspura,semi-critical
uttar pradesh,barabanki,haidergarh,safe
uttar pradesh,barabanki,sirauli gangpur,safe
uttar pradesh,barabanki,pure dalai,safe
uttar pradesh,barabanki,trivediganj,safe
uttar pradesh,barabanki,siddhaur,safe
uttar pradesh,barabanki,banki,safe
uttar pradesh,barabanki,harakh,safe
uttar pradesh,barabanki,nindura,safe
uttar pradesh,barabanki,surat ganj,safe
uttar pradesh,barabanki,dariyabad,safe
uttar pradesh,barabanki,masauli,safe
uttar pradesh,barabanki,dewa,safe
uttar pradesh,barabanki,fatehpur,safe
uttar pradesh,barabanki,ram nagar,safe
uttar pradesh,barabanki,banikodar,semi-critical
uttar pradesh,bareilly,bareilly-city,over-exploited
uttar pradesh,bareilly,bhojipura,safe
uttar pradesh,bareilly,nawabganj,safe
uttar pradesh,bareilly,kiyara,safe
uttar pradesh,bareilly,bithri chanpur,safe
uttar pradesh,bareilly,shergarh,safe
uttar pradesh,bareilly,faridpur,safe
uttar pradesh,bareilly,bhadpura,safe
uttar pradesh,bareilly,bhutah,safe
uttar pradesh,bareilly,baheri,safe
uttar pradesh,bareilly,richha,safe
uttar pradesh,bareilly,meerganj,safe
uttar pradesh,bareilly,majhgawan,safe
uttar pradesh,bareilly,fatehganj,semi-critical
uttar pradesh,bareilly,alampur zafarabad,semi-critical
uttar pradesh,bareilly,ram nagar,semi-critical
uttar pradesh,basti,vikram jot,safe
uttar pradesh,basti,kaptan ganj,safe
uttar pradesh,basti,harraiya,safe
uttar pradesh,basti,kudraha,safe
uttar pradesh,basti,saoonghat,safe
uttar pradesh,basti,bahadurpur,safe
uttar pradesh,basti,dubauliya,safe
uttar pradesh,basti,ram nagar,safe
uttar pradesh,basti,saltaua gopalpur,safe
uttar pradesh,basti,rudhauli,safe
uttar pradesh,basti,bankati,safe
uttar pradesh,basti,parasrampur,safe
uttar pradesh,basti,basti sadar,safe
uttar pradesh,basti,gaur,safe
uttar pradesh,bijnor,noorpur,critical
uttar pradesh,bijnor,jalilpur,over-exploited
uttar pradesh,bijnor,najibabad,safe
uttar pradesh,bijnor,allahepur dhampur,safe
uttar pradesh,bijnor,mohammadpur devmal,safe
uttar pradesh,bijnor,afjalgarh,safe
uttar pradesh,bijnor,kotwali,safe
uttar pradesh,bijnor,kiratpur,safe
uttar pradesh,bijnor,budhanpur seohara,semi-critical
uttar pradesh,bijnor,aaku nehtaur,semi-critical
uttar pradesh,budaun,asafpur,critical
uttar pradesh,budaun,islamnagar,over-exploited
uttar pradesh,budaun,ambiapur,over-exploited
uttar pradesh,budaun,dahegawan,safe
uttar pradesh,budaun,samrer,safe
uttar pradesh,budaun,dataganj,safe
uttar pradesh,budaun,usawan,safe
uttar pradesh,budaun,wazirganj,safe
uttar pradesh,budaun,sahaswan,semi-critical
uttar pradesh,budaun,quadarchowk,semi-critical
uttar pradesh,budaun,ujhani,semi-critical
uttar pradesh,budaun,mion,semi-critical
uttar pradesh,budaun,jagat,semi-critical
uttar pradesh,budaun,salarpur,semi-critical
uttar pradesh,budaun,bisauli,semi-critical
uttar pradesh,bulandshahar,shikarpur,critical
uttar pradesh,bulandshahar,unchagaon,critical
uttar pradesh,bulandshahar,khurja,critical
uttar pradesh,bulandshahar,b.b. nagar,critical
uttar pradesh,bulandshahar,danpur,over-exploited
uttar pradesh,bulandshahar,siyana,over-exploited
uttar pradesh,bulandshahar,sikandrabad,over-exploited
uttar pradesh,bulandshahar,bulandshahar,over-exploited
uttar pradesh,bulandshahar,gulaoti,over-exploited
uttar pradesh,bulandshahar,agauta,safe
uttar pradesh,bulandshahar,debai,safe
uttar pradesh,bulandshahar,anupshahar,semi-critical
uttar pradesh,bulandshahar,lakhaoti,semi-critical
uttar pradesh,bulandshahar,pahasu,semi-critical
uttar pradesh,bulandshahar,jahangirabad,semi-critical
uttar pradesh,bulandshahar,arnia khurd,semi-critical
uttar pradesh,chandauli,naugarh,safe
uttar pradesh,chandauli,chahania,safe
uttar pradesh,chandauli,sakaldeeh,safe
uttar pradesh,chandauli,barahani,safe
uttar pradesh,chandauli,niyamtabad,safe
uttar pradesh,chandauli,chandauli,safe
uttar pradesh,chandauli,dhanapur,safe
uttar pradesh,chandauli,chakia,safe
uttar pradesh,chandauli,sahabganj,safe
uttar pradesh,chitrakoot,karwi,critical
uttar pradesh,chitrakoot,manikpur,semi-critical
uttar pradesh,chitrakoot,pahari,semi-critical
uttar pradesh,chitrakoot,mau,semi-critical
uttar pradesh,chitrakoot,ram nagar,semi-critical
uttar pradesh,deoria,desahi deoria,safe
uttar pradesh,deoria,lar,safe
uttar pradesh,deoria,barhaj,safe
uttar pradesh,deoria,pather dewa,safe
uttar pradesh,deoria,deoria sadar,safe
uttar pradesh,deoria,rudrapur,safe
uttar pradesh,deoria,bhagalpur,safe
uttar pradesh,deoria,baluwani,safe
uttar pradesh,deoria,rampur karkhana,safe
uttar pradesh,deoria,salempur,safe
uttar pradesh,deoria,gauri bazar,safe
uttar pradesh,deoria,tarkulwa,safe
uttar pradesh,deoria,bankata,safe
uttar pradesh,deoria,bhatani,safe
uttar pradesh,deoria,bhatparrani,safe
uttar pradesh,etah,jalesar,critical
uttar pradesh,etah,marahara,safe
uttar pradesh,etah,sakeet,safe
uttar pradesh,etah,awagarh,semi-critical
uttar pradesh,etah,jaithara,semi-critical
uttar pradesh,etah,nidholikalan,semi-critical
uttar pradesh,etah,aliganj,semi-critical
uttar pradesh,etah,sheetalpur,semi-critical
uttar pradesh,etawah,basrehar,safe
uttar pradesh,etawah,saifai,safe
uttar pradesh,etawah,chakar nagar,safe
uttar pradesh,etawah,mahewa,safe
uttar pradesh,etawah,takha,safe
uttar pradesh,etawah,bharthana,safe
uttar pradesh,etawah,jaswant nagar,safe
uttar pradesh,etawah,barhpura,safe
uttar pradesh,farrukhabad,rajepur,safe
uttar pradesh,farrukhabad,kayamganj,safe
uttar pradesh,farrukhabad,shamsabad,semi-critical
uttar pradesh,farrukhabad,kamalganj,semi-critical
uttar pradesh,farrukhabad,nawabganj,semi-critical
uttar pradesh,farrukhabad,barhpur,semi-critical
uttar pradesh,farrukhabad,mohammdabad,semi-critical
uttar pradesh,fatehpur,amauli,critical
uttar pradesh,fatehpur,bhitaura,over-exploited
uttar pradesh,fatehpur,asother,safe
uttar pradesh,fatehpur,vijayeepur,safe
uttar pradesh,fatehpur,khuajuha,safe
uttar pradesh,fatehpur,demai,safe
uttar pradesh,fatehpur,bahua,semi-critical
uttar pradesh,fatehpur,dhata,semi-critical
uttar pradesh,fatehpur,teliyani,semi-critical
uttar pradesh,fatehpur,malwan,semi-critical
uttar pradesh,fatehpur,hathgaon,semi-critical
uttar pradesh,fatehpur,airayan,semi-critical
uttar pradesh,fatehpur,haswa,semi-critical
uttar pradesh,firozabad,araon,critical
uttar pradesh,firozabad,khairgarh(hathwant),over-exploited
uttar pradesh,firozabad,tundla,over-exploited
uttar pradesh,firozabad,narkhi,over-exploited
uttar pradesh,firozabad,shikohabad,over-exploited
uttar pradesh,firozabad,firozabad,over-exploited
uttar pradesh,firozabad,jasrana,safe
uttar pradesh,firozabad,eka,safe
uttar pradesh,firozabad,madanpur,semi-critical
uttar pradesh,g.b.nagar,dankaur,critical
uttar pradesh,g.b.nagar,jewar,over-exploited
uttar pradesh,g.b.nagar,bisrakh,over-exploited
uttar pradesh,g.b.nagar,dadri,semi-critical
uttar pradesh,ghaziabad,razapur,over-exploited
uttar pradesh,ghaziabad,bhojpur,over-exploited
uttar pradesh,ghaziabad,ghaziabad-city,over-exploited
uttar pradesh,ghaziabad,muradnagar,semi-critical
uttar pradesh,ghazipur,jamania,safe
uttar pradesh,ghazipur,bhadaura,safe
uttar pradesh,ghazipur,sadat,safe
uttar pradesh,ghazipur,reotipur,safe
uttar pradesh,ghazipur,jakhaniya,safe
uttar pradesh,ghazipur,birno,safe
uttar pradesh,ghazipur,bhawarkol,safe
uttar pradesh,ghazipur,manihari,safe
uttar pradesh,ghazipur,ghazipur,safe
uttar pradesh,ghazipur,mardah,safe
uttar pradesh,ghazipur,karanda,safe
uttar pradesh,ghazipur,deokali,safe
uttar pradesh,ghazipur,kasimabad,safe
uttar pradesh,ghazipur,barachawar,semi-critical
uttar pradesh,ghazipur,muhammadabad,semi-critical
uttar pradesh,ghazipur,saidpur,semi-critical
uttar pradesh,gonda,nawab ganj,safe
uttar pradesh,gonda,mujehna,safe
uttar pradesh,gonda,colonelganj,safe
uttar pradesh,gonda,itiyathok,safe
uttar pradesh,gonda,paraspur,safe
uttar pradesh,gonda,katra bazar,safe
uttar pradesh,gonda,belsar,safe
uttar pradesh,gonda,mankapur,safe
uttar pradesh,gonda,rupaideeh,safe
uttar pradesh,gonda,tarabganj,safe
uttar pradesh,gonda,jhanjhari,safe
uttar pradesh,gonda,chhapiya,safe
uttar pradesh,gonda,haldharmau,safe
uttar pradesh,gonda,wazir ganj,safe
uttar pradesh,gonda,padri kripal,safe
uttar pradesh,gonda,bhabhanjot,safe
uttar pradesh,gorakhpur,khorabar,safe
uttar pradesh,gorakhpur,chargawan,safe
uttar pradesh,gorakhpur,jangal kauriya,safe
uttar pradesh,gorakhpur,sahjanwa,safe
uttar pradesh,gorakhpur,pipraich,safe
uttar pradesh,gorakhpur,pali,safe
uttar pradesh,gorakhpur,sardar nagar,safe
uttar pradesh,gorakhpur,barahalganj,safe
uttar pradesh,gorakhpur,piprauli,safe
uttar pradesh,gorakhpur,uruwa,safe
uttar pradesh,gorakhpur,belghat,safe
uttar pradesh,gorakhpur,campierganj,safe
uttar pradesh,gorakhpur,gagaha,safe
uttar pradesh,gorakhpur,brahmpur,safe
uttar pradesh,gorakhpur,gola,safe
uttar pradesh,gorakhpur,bhatahat,safe
uttar pradesh,gorakhpur,khajani,safe
uttar pradesh,gorakhpur,kauriram,safe
uttar pradesh,gorakhpur,bansgaon,safe
uttar pradesh,hamirpur,muskara,safe
uttar pradesh,hamirpur,kurara,safe
uttar pradesh,hamirpur,gohand,semi-critical
uttar pradesh,hamirpur,sarila,semi-critical
uttar pradesh,hamirpur,maudaha,semi-critical
uttar pradesh,hamirpur,sumerpur,semi-critical
uttar pradesh,hapur,simbhaoli,over-exploited
uttar pradesh,hapur,hapur,over-exploited
uttar pradesh,hapur,grahmukteshwar,over-exploited
uttar pradesh,hapur,dhaulana,semi-critical
uttar pradesh,hardoi,hariyawan,safe
uttar pradesh,hardoi,kothawan,safe
uttar pradesh,hardoi,behdar khurd,safe
uttar pradesh,hardoi,harpalpur,safe
uttar pradesh,hardoi,bharawan,safe
uttar pradesh,hardoi,bavan,safe
uttar pradesh,hardoi,kachhauna,safe
uttar pradesh,hardoi,sandila,safe
uttar pradesh,hardoi,tadiyawan,safe
uttar pradesh,hardoi,ahrauri,safe
uttar pradesh,hardoi,sursa,safe
uttar pradesh,hardoi,mallawan,safe
uttar pradesh,hardoi,shahabad,safe
uttar pradesh,hardoi,sandi,safe
uttar pradesh,hardoi,bilgram,safe
uttar pradesh,hardoi,madhavganj,safe
uttar pradesh,hardoi,bharkhani,safe
uttar pradesh,hardoi,todarpur,safe
uttar pradesh,hardoi,pihani,safe
uttar pradesh,hathras,hathras,critical
uttar pradesh,hathras,sahpau,over-exploited
uttar pradesh,hathras,sasni,over-exploited
uttar pradesh,hathras,mursan,over-exploited
uttar pradesh,hathras,hassain,safe
uttar pradesh,hathras,sadabad,semi-critical
uttar pradesh,hathras,sikandrarao,semi-critical
uttar pradesh,jalaun,dakore,safe
uttar pradesh,jalaun,kadura,safe
uttar pradesh,jalaun,nadigaon,safe
uttar pradesh,jalaun,mehewa,safe
uttar pradesh,jalaun,madhogarh,safe
uttar pradesh,jalaun,konch,safe
uttar pradesh,jalaun,rampura,safe
uttar pradesh,jalaun,jalaun,safe
uttar pradesh,jalaun,kuthond,safe
uttar pradesh,jaunpur,muftiganj,critical
uttar pradesh,jaunpur,buxa,critical
uttar pradesh,jaunpur,karanjakalan,over-exploited
uttar pradesh,jaunpur,sikarara,over-exploited
uttar pradesh,jaunpur,kerakat,over-exploited
uttar pradesh,jaunpur,sirkoni,over-exploited
uttar pradesh,jaunpur,mahrajganj,over-exploited
uttar pradesh,jaunpur,badalapur,over-exploited
uttar pradesh,jaunpur,machhali shahar,safe
uttar pradesh,jaunpur,mograbadshahpur,safe
uttar pradesh,jaunpur,khuthan,safe
uttar pradesh,jaunpur,sujanganj,safe
uttar pradesh,jaunpur,shahganj,safe
uttar pradesh,jaunpur,jalalpur,safe
uttar pradesh,jaunpur,suitha kalan,safe
uttar pradesh,jaunpur,rampur,semi-critical
uttar pradesh,jaunpur,barasathi,semi-critical
uttar pradesh,jaunpur,ramnagar,semi-critical
uttar pradesh,jaunpur,dobhi,semi-critical
uttar pradesh,jaunpur,dharamapur,semi-critical
uttar pradesh,jhansi,moth,safe
uttar pradesh,jhansi,bamaur,safe
uttar pradesh,jhansi,chirgaon,safe
uttar pradesh,jhansi,gursarai,safe
uttar pradesh,jhansi,baragaon,semi-critical
uttar pradesh,jhansi,mauranipur,semi-critical
uttar pradesh,jhansi,bangra,semi-critical
uttar pradesh,jhansi,babina,semi-critical
uttar pradesh,kannauj,talgram,over-exploited
uttar pradesh,kannauj,jalalabad,over-exploited
uttar pradesh,kannauj,umarda,safe
uttar pradesh,kannauj,saurikh,safe
uttar pradesh,kannauj,haseran,safe
uttar pradesh,kannauj,chibramau,semi-critical
uttar pradesh,kannauj,gugrapur,semi-critical
uttar pradesh,kannauj,kannauj,semi-critical
uttar pradesh,kanpur dehat,derapur,safe
uttar pradesh,kanpur dehat,rajpur,safe
uttar pradesh,kanpur dehat,sandalpur,safe
uttar pradesh,kanpur dehat,amraudha,safe
uttar pradesh,kanpur dehat,maitha,safe
uttar pradesh,kanpur dehat,jhinjhak,safe
uttar pradesh,kanpur dehat,sarvan khera,semi-critical
uttar pradesh,kanpur dehat,akbarpur,semi-critical
uttar pradesh,kanpur dehat,malasa,semi-critical
uttar pradesh,kanpur dehat,rasoolabad,semi-critical
